in:Pt1 Y,in:Pt1 Z,in:Pt2 Y,in:Pt2 Z,in:Configuration,out:Displacement,img
-3.333333,26.666667,30,42,4,9.386365,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration4.png
3.333333,26.666667,30,42,4,12.615211,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration4.png
10,26.666667,30,42,4,21.976787,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration4.png
-10,30,30,42,4,7.070414,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration4.png
-3.333333,30,30,42,4,7.802715,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration4.png
3.333333,30,30,42,4,9.376459,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration4.png
10,30,30,42,4,13.46178,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration4.png
-10,20,33.333333,42,4,12.473923,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration4.png
-3.333333,20,33.333333,42,4,17.333574,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration4.png
3.333333,20,33.333333,42,4,29.572912,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration4.png
10,20,33.333333,42,4,83.784008,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration4.png
-10,23.333333,33.333333,42,4,9.938944,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration4.png
-3.333333,23.333333,33.333333,42,4,12.620752,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration4.png
3.333333,23.333333,33.333333,42,4,18.547018,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration4.png
10,23.333333,33.333333,42,4,37.188714,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration4.png
-10,26.666667,33.333333,42,4,8.376818,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration4.png
-3.333333,26.666667,33.333333,42,4,9.839053,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration4.png
3.333333,26.666667,33.333333,42,4,12.821619,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration4.png
10,26.666667,33.333333,42,4,20.58052,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration4.png
-10,30,33.333333,42,4,7.433515,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration4.png
-3.333333,30,33.333333,42,4,8.172457,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration4.png
3.333333,30,33.333333,42,4,9.637181,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration4.png
10,30,33.333333,42,4,13.044329,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration4.png
-10,20,36.666667,42,4,13.630484,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration4.png
-3.333333,20,36.666667,42,4,18.670125,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration4.png
3.333333,20,36.666667,42,4,30.769044,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration4.png
10,20,36.666667,42,4,79.191881,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration4.png
-10,23.333333,36.666667,42,4,10.755716,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration4.png
-3.333333,23.333333,36.666667,42,4,13.504212,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration4.png
3.333333,23.333333,36.666667,42,4,19.253686,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration4.png
10,23.333333,36.666667,42,4,35.817026,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration4.png
-10,26.666667,36.666667,42,4,8.985456,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration4.png
-3.333333,26.666667,36.666667,42,4,10.480295,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration4.png
3.333333,26.666667,36.666667,42,4,13.352552,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration4.png
10,26.666667,36.666667,42,4,20.217609,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration4.png
-10,30,36.666667,42,4,7.903197,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration4.png
-3.333333,30,36.666667,42,4,8.663682,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration4.png
3.333333,30,36.666667,42,4,10.075417,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration4.png
10,30,36.666667,42,4,13.094575,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration4.png
-10,20,40,42,4,15.374733,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration4.png
-3.333333,20,40,42,4,20.848378,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration4.png
3.333333,20,40,42,4,33.510176,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration4.png
10,20,40,42,4,80.79037,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration4.png
-10,23.333333,40,42,4,11.950763,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration4.png
-3.333333,23.333333,40,42,4,14.875918,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration4.png
3.333333,23.333333,40,42,4,20.725207,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration4.png
10,23.333333,40,42,4,36.493884,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration4.png
-10,26.666667,40,42,4,9.856603,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration4.png
-3.333333,26.666667,40,42,4,11.430759,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration4.png
3.333333,26.666667,40,42,4,14.305674,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration4.png
10,26.666667,40,42,4,20.733488,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration4.png
-10,30,40,42,4,8.567135,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration4.png
-3.333333,30,40,42,4,9.366128,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration4.png
3.333333,30,40,42,4,10.766534,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration4.png
10,30,40,42,4,13.569213,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration4.png
-10,20,30,44.666667,4,10.924288,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration4.png
-3.333333,20,30,44.666667,4,16.300469,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration4.png
3.333333,20,30,44.666667,4,31.110959,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration4.png
10,20,30,44.666667,4,113.4036,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration4.png
-10,23.333333,30,44.666667,4,8.623289,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration4.png
-3.333333,23.333333,30,44.666667,4,11.724337,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration4.png
3.333333,23.333333,30,44.666667,4,19.303167,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration4.png
10,23.333333,30,44.666667,4,47.911091,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration4.png
-10,26.666667,30,44.666667,4,7.187253,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration4.png
-3.333333,26.666667,30,44.666667,4,8.960257,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration4.png
3.333333,26.666667,30,44.666667,4,12.972063,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration4.png
10,26.666667,30,44.666667,4,25.205794,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration4.png
-10,30,30,44.666667,4,6.308226,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration4.png
-3.333333,30,30,44.666667,4,7.272773,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration4.png
3.333333,30,30,44.666667,4,9.375755,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration4.png
10,30,30,44.666667,4,15.049291,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration4.png
-10,20,33.333333,44.666667,4,11.278059,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-3.333333,20,33.333333,44.666667,4,16.459228,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
3.333333,20,33.333333,44.666667,4,29.998593,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
10,20,33.333333,44.666667,4,95.743926,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-10,23.333333,33.333333,44.666667,4,8.88756,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-3.333333,23.333333,33.333333,44.666667,4,11.856181,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
3.333333,23.333333,33.333333,44.666667,4,18.667121,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
10,23.333333,33.333333,44.666667,4,41.577204,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-10,26.666667,33.333333,44.666667,4,7.394513,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-3.333333,26.666667,33.333333,44.666667,4,9.094603,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
3.333333,26.666667,33.333333,44.666667,4,12.683738,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
10,26.666667,33.333333,44.666667,4,22.517758,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-10,30,33.333333,44.666667,4,6.472533,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-3.333333,30,33.333333,44.666667,4,7.405856,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
3.333333,30,33.333333,44.666667,4,9.295888,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
10,30,33.333333,44.666667,4,13.875585,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration4.png
-10,20,36.666667,44.666667,4,11.798565,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-3.333333,20,36.666667,44.666667,4,16.945032,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
3.333333,20,36.666667,44.666667,4,29.78502,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
10,20,36.666667,44.666667,4,85.673868,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-10,23.333333,36.666667,44.666667,4,9.247647,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-3.333333,23.333333,36.666667,44.666667,4,12.171412,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
3.333333,23.333333,36.666667,44.666667,4,18.532129,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
10,23.333333,36.666667,44.666667,4,38.042023,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-10,26.666667,36.666667,44.666667,4,7.657253,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-3.333333,26.666667,36.666667,44.666667,4,9.329981,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
3.333333,26.666667,36.666667,44.666667,4,12.66565,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
10,26.666667,36.666667,44.666667,4,21.055949,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-10,30,36.666667,44.666667,4,6.66951,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-3.333333,30,36.666667,44.666667,4,7.592553,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
3.333333,30,36.666667,44.666667,4,9.353381,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
10,30,36.666667,44.666667,4,13.275045,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration4.png
-10,20,40,44.666667,4,12.527669,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration4.png
-3.333333,20,40,44.666667,4,17.781975,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration4.png
3.333333,20,40,44.666667,4,30.38993,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration4.png
10,20,40,44.666667,4,80.795135,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration4.png
-10,23.333333,40,44.666667,4,9.732042,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration4.png
-3.333333,23.333333,40,44.666667,4,12.680765,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration4.png
3.333333,23.333333,40,44.666667,4,18.816854,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration4.png
10,23.333333,40,44.666667,4,36.316682,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration4.png
-10,26.666667,40,44.666667,4,7.998166,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration4.png
-3.333333,26.666667,40,44.666667,4,9.676918,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration4.png
3.333333,26.666667,40,44.666667,4,12.86883,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration4.png
10,26.666667,40,44.666667,4,20.364929,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration4.png
-10,30,40,44.666667,4,6.918366,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration4.png
-3.333333,30,40,44.666667,4,7.845483,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration4.png
3.333333,30,40,44.666667,4,9.527568,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration4.png
10,30,40,44.666667,4,13.030348,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration4.png
-10,20,30,47.333333,4,10.821625,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration4.png
-3.333333,20,30,47.333333,4,16.855527,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration4.png
3.333333,20,30,47.333333,4,33.956383,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration4.png
10,20,30,47.333333,4,138.589399,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration4.png
-10,23.333333,30,47.333333,4,8.450658,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration4.png
-3.333333,23.333333,30,47.333333,4,12.029509,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration4.png
3.333333,23.333333,30,47.333333,4,21.065752,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration4.png
10,23.333333,30,47.333333,4,57.828665,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration4.png
-10,26.666667,30,47.333333,4,6.952859,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration4.png
-3.333333,26.666667,30,47.333333,4,9.070595,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration4.png
3.333333,26.666667,30,47.333333,4,14.02494,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration4.png
10,26.666667,30,47.333333,4,29.966115,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration4.png
-10,30,30,47.333333,4,6.015744,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration4.png
-3.333333,30,30,47.333333,4,7.232363,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration4.png
3.333333,30,30,47.333333,4,9.956921,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration4.png
10,30,30,47.333333,4,17.620768,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration4.png
-10,20,33.333333,47.333333,4,10.887715,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-3.333333,20,33.333333,47.333333,4,16.558321,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
3.333333,20,33.333333,47.333333,4,31.891462,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
10,20,33.333333,47.333333,4,113.816057,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-10,23.333333,33.333333,47.333333,4,8.511973,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-3.333333,23.333333,33.333333,47.333333,4,11.852336,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
3.333333,23.333333,33.333333,47.333333,4,19.804952,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
10,23.333333,33.333333,47.333333,4,48.569258,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-10,26.666667,33.333333,47.333333,4,7.01323,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-3.333333,26.666667,33.333333,47.333333,4,8.99052,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
3.333333,26.666667,33.333333,47.333333,4,13.321381,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
10,26.666667,33.333333,47.333333,4,25.855907,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-10,30,33.333333,47.333333,4,6.072985,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-3.333333,30,33.333333,47.333333,4,7.215265,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
3.333333,30,33.333333,47.333333,4,9.599787,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
10,30,33.333333,47.333333,4,15.646125,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration4.png
-10,20,36.666667,47.333333,4,11.071712,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-3.333333,20,36.666667,47.333333,4,16.548588,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
3.333333,20,36.666667,47.333333,4,30.743893,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
10,20,36.666667,47.333333,4,98.616477,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-10,23.333333,36.666667,47.333333,4,8.638901,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-3.333333,23.333333,36.666667,47.333333,4,11.842633,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
3.333333,23.333333,36.666667,47.333333,4,19.094288,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
10,23.333333,36.666667,47.333333,4,42.94603,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-10,26.666667,36.666667,47.333333,4,7.108022,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-3.333333,26.666667,36.666667,47.333333,4,9.003428,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
3.333333,26.666667,36.666667,47.333333,4,12.93318,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
10,26.666667,36.666667,47.333333,4,23.373742,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-10,30,36.666667,47.333333,4,6.146056,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-3.333333,30,36.666667,47.333333,4,7.245492,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
3.333333,30,36.666667,47.333333,4,9.412921,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
10,30,36.666667,47.333333,4,14.46955,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration4.png
-10,20,40,47.333333,4,11.354694,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration4.png
-3.333333,20,40,47.333333,4,16.757879,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration4.png
3.333333,20,40,47.333333,4,30.250076,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration4.png
10,20,40,47.333333,4,89.112843,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration4.png
-10,23.333333,40,47.333333,4,8.819882,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration4.png
-3.333333,23.333333,40,47.333333,4,11.953967,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration4.png
3.333333,23.333333,40,47.333333,4,18.750007,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration4.png
10,23.333333,40,47.333333,4,39.449523,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration4.png
-10,26.666667,40,47.333333,4,7.23199,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration4.png
-3.333333,26.666667,40,47.333333,4,9.081845,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration4.png
3.333333,26.666667,40,47.333333,4,12.745189,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration4.png
10,26.666667,40,47.333333,4,21.823805,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration4.png
-10,30,40,47.333333,4,6.234375,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration4.png
-3.333333,30,40,47.333333,4,7.30943,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration4.png
3.333333,30,40,47.333333,4,9.330829,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration4.png
10,30,40,47.333333,4,13.738937,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration4.png
-10,20,30,50,4,11.198691,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z50_Configuration4.png
-3.333333,20,30,50,4,18.085446,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z50_Configuration4.png
3.333333,20,30,50,4,38.100066,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z50_Configuration4.png
10,20,30,50,4,173.435416,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z50_Configuration4.png
-10,23.333333,30,50,4,8.672998,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration4.png
-3.333333,23.333333,30,50,4,12.849285,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration4.png
3.333333,23.333333,30,50,4,23.705138,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration4.png
10,23.333333,30,50,4,71.805675,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration4.png
-10,26.666667,30,50,4,7.060916,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration4.png
-3.333333,26.666667,30,50,4,9.595213,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration4.png
3.333333,26.666667,30,50,4,15.714157,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration4.png
10,26.666667,30,50,4,36.623291,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration4.png
-10,30,30,50,4,6.032661,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z50_Configuration4.png
-3.333333,30,30,50,4,7.543881,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z50_Configuration4.png
3.333333,30,30,50,4,11.031506,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z50_Configuration4.png
10,30,30,50,4,21.263731,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z50_Configuration4.png
-10,20,33.333333,50,4,11.049474,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration4.png
-3.333333,20,33.333333,50,4,17.395339,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration4.png
3.333333,20,33.333333,50,4,35.070236,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration4.png
10,20,33.333333,50,4,139.189188,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration4.png
