in:Pt1 Y,in:Pt1 Z,in:Pt2 Y,in:Pt2 Z,in:Configuration,out:Displacement,img
-3.333333,26.666667,30,50,1,11.226607,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration1.png
3.333333,26.666667,30,50,1,17.798577,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration1.png
10,26.666667,30,50,1,37.990211,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration1.png
-10,30,30,50,1,6.983412,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z50_Configuration1.png
-3.333333,30,30,50,1,8.861498,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z50_Configuration1.png
3.333333,30,30,50,1,12.811938,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z50_Configuration1.png
10,30,30,50,1,23.404927,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z50_Configuration1.png
-10,20,33.333333,50,1,12.770992,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration1.png
-3.333333,20,33.333333,50,1,19.433698,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration1.png
3.333333,20,33.333333,50,1,36.19222,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration1.png
10,20,33.333333,50,1,120.533984,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z50_Configuration1.png
-10,23.333333,33.333333,50,1,10.013827,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z50_Configuration1.png
-3.333333,23.333333,33.333333,50,1,14.23399,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z50_Configuration1.png
3.333333,23.333333,33.333333,50,1,23.705493,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z50_Configuration1.png
10,23.333333,33.333333,50,1,56.386442,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z50_Configuration1.png
-10,26.666667,33.333333,50,1,8.181435,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z50_Configuration1.png
-3.333333,26.666667,33.333333,50,1,10.875116,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z50_Configuration1.png
3.333333,26.666667,33.333333,50,1,16.496879,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z50_Configuration1.png
10,26.666667,33.333333,50,1,32.079667,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z50_Configuration1.png
-10,30,33.333333,50,1,6.949839,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z50_Configuration1.png
-3.333333,30,33.333333,50,1,8.660459,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z50_Configuration1.png
3.333333,30,33.333333,50,1,12.03586,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z50_Configuration1.png
10,30,33.333333,50,1,20.284541,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z50_Configuration1.png
-10,20,36.666667,50,1,12.685822,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z50_Configuration1.png
-3.333333,20,36.666667,50,1,18.923494,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z50_Configuration1.png
3.333333,20,36.666667,50,1,34.003808,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z50_Configuration1.png
10,20,36.666667,50,1,101.102431,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z50_Configuration1.png
-10,23.333333,36.666667,50,1,9.962796,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z50_Configuration1.png
-3.333333,23.333333,36.666667,50,1,13.894757,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z50_Configuration1.png
3.333333,23.333333,36.666667,50,1,22.353686,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z50_Configuration1.png
10,23.333333,36.666667,50,1,48.889351,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z50_Configuration1.png
-10,26.666667,36.666667,50,1,8.156119,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z50_Configuration1.png
-3.333333,26.666667,36.666667,50,1,10.667152,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z50_Configuration1.png
3.333333,26.666667,36.666667,50,1,15.662571,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z50_Configuration1.png
10,26.666667,36.666667,50,1,28.467304,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z50_Configuration1.png
-10,30,36.666667,50,1,6.940343,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z50_Configuration1.png
-3.333333,30,36.666667,50,1,8.542143,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z50_Configuration1.png
3.333333,30,36.666667,50,1,11.542521,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z50_Configuration1.png
10,30,36.666667,50,1,18.346702,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z50_Configuration1.png
-10,20,40,50,1,12.686514,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z50_Configuration1.png
-3.333333,20,40,50,1,18.653147,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z50_Configuration1.png
3.333333,20,40,50,1,32.633287,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z50_Configuration1.png
10,20,40,50,1,89.561635,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z50_Configuration1.png
-10,23.333333,40,50,1,9.96013,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z50_Configuration1.png
-3.333333,23.333333,40,50,1,13.700423,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z50_Configuration1.png
3.333333,23.333333,40,50,1,21.469796,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z50_Configuration1.png
10,23.333333,40,50,1,44.170248,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z50_Configuration1.png
-10,26.666667,40,50,1,8.15632,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z50_Configuration1.png
-3.333333,26.666667,40,50,1,10.543572,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z50_Configuration1.png
3.333333,26.666667,40,50,1,15.107821,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z50_Configuration1.png
10,26.666667,40,50,1,26.106068,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z50_Configuration1.png
-10,30,40,50,1,6.942845,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z50_Configuration1.png
-3.333333,30,40,50,1,8.470169,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z50_Configuration1.png
3.333333,30,40,50,1,11.2122,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z50_Configuration1.png
10,30,40,50,1,17.062121,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z50_Configuration1.png
-10,20,30,42,2,12.897683,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z42_Configuration2.png
-3.333333,20,30,42,2,18.530398,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z42_Configuration2.png
3.333333,20,30,42,2,33.723397,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z42_Configuration2.png
10,20,30,42,2,122.442375,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z42_Configuration2.png
-10,23.333333,30,42,2,10.219617,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration2.png
-3.333333,23.333333,30,42,2,13.316717,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration2.png
3.333333,23.333333,30,42,2,20.715728,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration2.png
10,23.333333,30,42,2,48.85342,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration2.png
-10,26.666667,30,42,2,8.600858,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration2.png
-3.333333,26.666667,30,42,2,10.280421,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration2.png
3.333333,26.666667,30,42,2,13.998677,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration2.png
10,26.666667,30,42,2,25.258654,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration2.png
-10,30,30,42,2,7.62123,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration2.png
-3.333333,30,30,42,2,8.470164,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration2.png
3.333333,30,30,42,2,10.28498,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration2.png
10,30,30,42,2,15.099683,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration2.png
-10,20,33.333333,42,2,13.851173,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration2.png
-3.333333,20,33.333333,42,2,19.337845,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration2.png
3.333333,20,33.333333,42,2,33.338498,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration2.png
10,20,33.333333,42,2,103.830747,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration2.png
-10,23.333333,33.333333,42,2,10.991648,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration2.png
-3.333333,23.333333,33.333333,42,2,14.008883,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration2.png
3.333333,23.333333,33.333333,42,2,20.756077,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration2.png
10,23.333333,33.333333,42,2,43.455424,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration2.png
-10,26.666667,33.333333,42,2,9.234588,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration2.png
-3.333333,26.666667,33.333333,42,2,10.885375,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration2.png
3.333333,26.666667,33.333333,42,2,14.275149,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration2.png
10,26.666667,33.333333,42,2,23.426298,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration2.png
-10,30,33.333333,42,2,8.139352,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration2.png
-3.333333,30,33.333333,42,2,8.991342,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration2.png
3.333333,30,33.333333,42,2,10.66561,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration2.png
10,30,33.333333,42,2,14.617454,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration2.png
-10,20,36.666667,42,2,15.374089,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration2.png
-3.333333,20,36.666667,42,2,21.0892,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration2.png
3.333333,20,36.666667,42,2,35.15948,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration2.png
10,20,36.666667,42,2,100.285733,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration2.png
-10,23.333333,36.666667,42,2,12.127446,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration2.png
-3.333333,23.333333,36.666667,42,2,15.237494,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration2.png
3.333333,23.333333,36.666667,42,2,21.849762,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration2.png
10,23.333333,36.666667,42,2,42.293907,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration2.png
-10,26.666667,36.666667,42,2,10.116403,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration2.png
-3.333333,26.666667,36.666667,42,2,11.815962,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration2.png
3.333333,26.666667,36.666667,42,2,15.1026,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration2.png
10,26.666667,36.666667,42,2,23.246489,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration2.png
-10,30,36.666667,42,2,8.840037,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration2.png
-3.333333,30,36.666667,42,2,9.724603,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration2.png
3.333333,30,36.666667,42,2,11.349088,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration2.png
10,30,36.666667,42,2,14.860406,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration2.png
-10,20,40,42,2,17.893413,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration2.png
-3.333333,20,40,42,2,24.333453,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration2.png
3.333333,20,40,42,2,39.906184,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration2.png
10,20,40,42,2,109.608854,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration2.png
-10,23.333333,40,42,2,13.910865,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration2.png
-3.333333,23.333333,40,42,2,17.321591,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration2.png
3.333333,23.333333,40,42,2,24.30304,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration2.png
10,23.333333,40,42,2,44.722749,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration2.png
-10,26.666667,40,42,2,11.455909,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration2.png
-3.333333,26.666667,40,42,2,13.291997,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration2.png
3.333333,26.666667,40,42,2,16.670918,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration2.png
10,26.666667,40,42,2,24.520834,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration2.png
-10,30,40,42,2,9.888892,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration2.png
-3.333333,30,40,42,2,10.839483,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration2.png
3.333333,30,40,42,2,12.485623,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration2.png
10,30,40,42,2,15.808453,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration2.png
-10,20,30,44.666667,2,12.355705,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration2.png
-3.333333,20,30,44.666667,2,19.009317,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration2.png
3.333333,20,30,44.666667,2,37.557979,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration2.png
10,20,30,44.666667,2,166.837777,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration2.png
-10,23.333333,30,44.666667,2,9.495504,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration2.png
-3.333333,23.333333,30,44.666667,2,13.294446,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration2.png
3.333333,23.333333,30,44.666667,2,22.597249,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration2.png
10,23.333333,30,44.666667,2,61.5135,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration2.png
-10,26.666667,30,44.666667,2,7.733205,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration2.png
-3.333333,26.666667,30,44.666667,2,9.91669,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration2.png
3.333333,26.666667,30,44.666667,2,14.823614,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration2.png
10,26.666667,30,44.666667,2,30.557836,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration2.png
-10,30,30,44.666667,2,6.654706,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration2.png
-3.333333,30,30,44.666667,2,7.851793,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration2.png
3.333333,30,30,44.666667,2,10.44286,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration2.png
10,30,30,44.666667,2,17.563301,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration2.png
-10,20,33.333333,44.666667,2,12.58404,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-3.333333,20,33.333333,44.666667,2,18.704588,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
3.333333,20,33.333333,44.666667,2,34.721719,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
10,20,33.333333,44.666667,2,124.739782,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-10,23.333333,33.333333,44.666667,2,9.729138,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-3.333333,23.333333,33.333333,44.666667,2,13.232021,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
3.333333,23.333333,33.333333,44.666667,2,21.257241,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
10,23.333333,33.333333,44.666667,2,50.302733,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-10,26.666667,33.333333,44.666667,2,7.953578,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-3.333333,26.666667,33.333333,44.666667,2,9.982704,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
3.333333,26.666667,33.333333,44.666667,2,14.229203,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
10,26.666667,33.333333,44.666667,2,26.291688,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-10,30,33.333333,44.666667,2,6.823777,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-3.333333,30,33.333333,44.666667,2,7.97484,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
3.333333,30,33.333333,44.666667,2,10.241385,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
10,30,33.333333,44.666667,2,15.785683,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration2.png
-10,20,36.666667,44.666667,2,13.090239,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-3.333333,20,36.666667,44.666667,2,19.008832,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
3.333333,20,36.666667,44.666667,2,33.861746,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
10,20,36.666667,44.666667,2,108.059804,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-10,23.333333,36.666667,44.666667,2,10.124867,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-3.333333,23.333333,36.666667,44.666667,2,13.501867,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
3.333333,23.333333,36.666667,44.666667,2,20.859939,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
10,23.333333,36.666667,44.666667,2,45.011228,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-10,26.666667,36.666667,44.666667,2,8.268615,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-3.333333,26.666667,36.666667,44.666667,2,10.230131,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
3.333333,26.666667,36.666667,44.666667,2,14.112272,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
10,26.666667,36.666667,44.666667,2,24.195397,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-10,30,36.666667,44.666667,2,7.072415,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-3.333333,30,36.666667,44.666667,2,8.194226,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
3.333333,30,36.666667,44.666667,2,10.277172,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
10,30,36.666667,44.666667,2,14.942319,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration2.png
-10,20,40,44.666667,2,13.937851,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration2.png
-3.333333,20,40,44.666667,2,19.944479,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration2.png
3.333333,20,40,44.666667,2,34.636499,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration2.png
10,20,40,44.666667,2,103.206877,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration2.png
-10,23.333333,40,44.666667,2,10.724492,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration2.png
-3.333333,23.333333,40,44.666667,2,14.112319,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration2.png
3.333333,23.333333,40,44.666667,2,21.220825,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration2.png
10,23.333333,40,44.666667,2,43.019813,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration2.png
-10,26.666667,40,44.666667,2,8.711391,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration2.png
-3.333333,26.666667,40,44.666667,2,10.670127,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration2.png
3.333333,26.666667,40,44.666667,2,14.378514,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration2.png
10,26.666667,40,44.666667,2,23.379948,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration2.png
-10,30,40,44.666667,2,7.405246,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration2.png
-3.333333,30,40,44.666667,2,8.526376,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration2.png
3.333333,30,40,44.666667,2,10.511301,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration2.png
10,30,40,44.666667,2,14.664173,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration2.png
-10,20,30,47.333333,2,12.834617,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration2.png
-3.333333,20,30,47.333333,2,20.925137,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration2.png
3.333333,20,30,47.333333,2,44.551998,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration2.png
10,20,30,47.333333,2,259.905472,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration2.png
-10,23.333333,30,47.333333,2,9.659113,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration2.png
-3.333333,23.333333,30,47.333333,2,14.394946,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration2.png
3.333333,23.333333,30,47.333333,2,26.388145,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration2.png
10,23.333333,30,47.333333,2,83.77658,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration2.png
-10,26.666667,30,47.333333,2,7.763452,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration2.png
-3.333333,26.666667,30,47.333333,2,10.495851,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration2.png
3.333333,26.666667,30,47.333333,2,16.999762,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration2.png
10,26.666667,30,47.333333,2,39.535031,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration2.png
-10,30,30,47.333333,2,6.625446,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration2.png
-3.333333,30,30,47.333333,2,8.121493,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration2.png
3.333333,30,30,47.333333,2,11.669523,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration2.png
10,30,30,47.333333,2,22.05982,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration2.png
-10,20,33.333333,47.333333,2,12.616923,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
-3.333333,20,33.333333,47.333333,2,19.788249,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
3.333333,20,33.333333,47.333333,2,39.213752,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
10,20,33.333333,47.333333,2,167.561111,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
-10,23.333333,33.333333,47.333333,2,9.57013,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
-3.333333,23.333333,33.333333,47.333333,2,13.780631,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
3.333333,23.333333,33.333333,47.333333,2,23.712769,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration2.png
